Size:56961, Duration(usec):50776
Size:48602, Duration(usec):120835
Size:152517, Duration(usec):136165
Size:48742, Duration(usec):81934
Size:73841, Duration(usec):101379
Size:436987, Duration(usec):388684
Size:749494, Duration(usec):822323
Size:21630, Duration(usec):55446
Size:2512219, Duration(usec):16815974
Size:1896962, Duration(usec):12113644
Size:28432, Duration(usec):41265
Size:10478, Duration(usec):15656109
Size:1861328, Duration(usec):8994575
Size:55554, Duration(usec):129630
Size:21740, Duration(usec):89286
Size:4718048, Duration(usec):27795396
Size:592599, Duration(usec):9641048
Size:11302, Duration(usec):4712844
Size:1553795, Duration(usec):8052619
Size:74, Duration(usec):25793
Size:4902, Duration(usec):2801243
Size:3781362, Duration(usec):21104368
Size:4165940, Duration(usec):24477839
Size:223952, Duration(usec):17762825
Size:21497, Duration(usec):17578916
Size:595692, Duration(usec):1997986
Size:535871, Duration(usec):21831872
Size:17730939, Duration(usec):117301157
Size:8851364, Duration(usec):72814813
Size:3898, Duration(usec):21115
Size:4822459, Duration(usec):30034652
Size:527077, Duration(usec):1524471
Size:5576341, Duration(usec):38025232
Size:6303, Duration(usec):27818617
Size:17252, Duration(usec):245120
Size:29109, Duration(usec):60755
Size:55982, Duration(usec):115975
Size:25861, Duration(usec):108049269
Size:62129, Duration(usec):4912075
Size:20467, Duration(usec):31509823
Size:37434, Duration(usec):20663605
Size:43493, Duration(usec):102564953
Size:42906, Duration(usec):61112488
Size:2350160, Duration(usec):17153749
Size:29660, Duration(usec):101741244
Size:24263, Duration(usec):4918551
Size:16241, Duration(usec):101419483
Size:4896, Duration(usec):24599
Size:47151, Duration(usec):81525
Size:2533, Duration(usec):98037877
