Size:56961, Duration(usec):1085874
Size:48602, Duration(usec):922154
Size:152517, Duration(usec):4645529
Size:48742, Duration(usec):724882
Size:73841, Duration(usec):210092
Size:436987, Duration(usec):17085973
Size:749494, Duration(usec):11038124
Size:21630, Duration(usec):642435
Size:2512219, Duration(usec):70095571
Size:1896962, Duration(usec):7236301
Size:28432, Duration(usec):294212
Size:10478, Duration(usec):69480447
Size:1861328, Duration(usec):21024206
Size:55554, Duration(usec):36024143
Size:21740, Duration(usec):35682046
Size:4718048, Duration(usec):98921067
Size:592599, Duration(usec):22909062
Size:11302, Duration(usec):1505795
Size:1553795, Duration(usec):17344895
Size:74, Duration(usec):27716673
Size:4902, Duration(usec):59833421
Size:3781362, Duration(usec):34208130
Size:4165940, Duration(usec):114467408
Size:223952, Duration(usec):91358302
Size:21497, Duration(usec):91630886
Size:595692, Duration(usec):2246350
Size:535871, Duration(usec):40979214
Size:17730939, Duration(usec):148904998
Size:8851364, Duration(usec):113422691
Size:3898, Duration(usec):61008
Size:4822459, Duration(usec):102366591
Size:527077, Duration(usec):4942691
Size:5576341, Duration(usec):62485164
Size:6303, Duration(usec):100704546
Size:17252, Duration(usec):2857958
Size:29109, Duration(usec):45658
Size:55982, Duration(usec):1859740
Size:25861, Duration(usec):141979490
Size:62129, Duration(usec):82521480
Size:20467, Duration(usec):57626748
Size:37434, Duration(usec):95387496
Size:43493, Duration(usec):138171880
Size:42906, Duration(usec):105061536
Size:2350160, Duration(usec):99601012
Size:29660, Duration(usec):137584367
Size:24263, Duration(usec):100508185
Size:16241, Duration(usec):137498276
Size:4896, Duration(usec):92968
Size:47151, Duration(usec):245673
Size:2533, Duration(usec):134957201
