Size:56961, Duration(usec):321684
Size:48602, Duration(usec):261931
Size:152517, Duration(usec):938769
Size:48742, Duration(usec):257146
Size:73841, Duration(usec):413049
Size:436987, Duration(usec):2785791
Size:749494, Duration(usec):4758633
Size:21630, Duration(usec):72672
Size:2512219, Duration(usec):16474752
Size:1896962, Duration(usec):12563872
Size:28432, Duration(usec):110841
Size:10478, Duration(usec):14813044
Size:1861328, Duration(usec):11755328
Size:55554, Duration(usec):288176
Size:21740, Duration(usec):69144
Size:4718048, Duration(usec):31109978
Size:592599, Duration(usec):10162127
Size:11302, Duration(usec):1167781
Size:1553795, Duration(usec):10205229
Size:74, Duration(usec):24290
Size:4902, Duration(usec):32218
Size:3781362, Duration(usec):25412833
Size:4165940, Duration(usec):27599632
Size:223952, Duration(usec):14803331
Size:21497, Duration(usec):14413384
Size:595692, Duration(usec):3861610
Size:535871, Duration(usec):24784842
Size:17730939, Duration(usec):117750079
Size:8851364, Duration(usec):74850786
Size:3898, Duration(usec):23088
Size:4822459, Duration(usec):31833004
Size:527077, Duration(usec):3682903
Size:5576341, Duration(usec):36988670
Size:6303, Duration(usec):28554761
Size:17252, Duration(usec):55598
Size:29109, Duration(usec):100604
Size:55982, Duration(usec):293003
Size:25861, Duration(usec):103977632
Size:62129, Duration(usec):373870
Size:20467, Duration(usec):27208318
Size:37434, Duration(usec):18447632
Size:43493, Duration(usec):95596226
Size:42906, Duration(usec):56961338
Size:2350160, Duration(usec):15592798
Size:29660, Duration(usec):94418986
Size:24263, Duration(usec):91700
Size:16241, Duration(usec):93827481
Size:4896, Duration(usec):46403
Size:47151, Duration(usec):263301
Size:2533, Duration(usec):88751912
