Size:56961, Duration(usec):85103
Size:48602, Duration(usec):146144
Size:152517, Duration(usec):862286
Size:48742, Duration(usec):106873
Size:73841, Duration(usec):390714
Size:436987, Duration(usec):2864802
Size:749494, Duration(usec):4597370
Size:21630, Duration(usec):55094
Size:2512219, Duration(usec):16876786
Size:1896962, Duration(usec):12723102
Size:28432, Duration(usec):25318
Size:10478, Duration(usec):15872717
Size:1861328, Duration(usec):12252624
Size:55554, Duration(usec):193099
Size:21740, Duration(usec):36063
Size:4718048, Duration(usec):32237078
Size:592599, Duration(usec):12271004
Size:11302, Duration(usec):5089694
Size:1553795, Duration(usec):10473226
Size:74, Duration(usec):16698
Size:4902, Duration(usec):3017857
Size:3781362, Duration(usec):24531622
Size:4165940, Duration(usec):27095876
Size:223952, Duration(usec):21265498
Size:21497, Duration(usec):21224692
Size:595692, Duration(usec):3693665
Size:535871, Duration(usec):25557551
Size:17730939, Duration(usec):119170244
Size:8851364, Duration(usec):76898416
Size:3898, Duration(usec):25327
Size:4822459, Duration(usec):31783522
Size:527077, Duration(usec):3097821
Size:5576341, Duration(usec):36272487
Size:6303, Duration(usec):29575118
Size:17252, Duration(usec):410554
Size:29109, Duration(usec):43949
Size:55982, Duration(usec):144660
Size:25861, Duration(usec):109903241
Size:62129, Duration(usec):8603471
Size:20467, Duration(usec):29757262
Size:37434, Duration(usec):22667252
Size:43493, Duration(usec):104533955
Size:42906, Duration(usec):65196879
Size:2350160, Duration(usec):19464603
Size:29660, Duration(usec):103695313
Size:24263, Duration(usec):7638651
Size:16241, Duration(usec):103404173
Size:4896, Duration(usec):36852
Size:47151, Duration(usec):190255
Size:2533, Duration(usec):100022611
