Size:56961, Duration(usec):6335978
Size:48602, Duration(usec):788487
Size:152517, Duration(usec):261226
Size:48742, Duration(usec):538676
Size:73841, Duration(usec):5423924
Size:436987, Duration(usec):5963818
Size:749494, Duration(usec):7251285
Size:21630, Duration(usec):134280
Size:2512219, Duration(usec):37613243
Size:1896962, Duration(usec):39142583
Size:28432, Duration(usec):190232
Size:10478, Duration(usec):30606903
Size:1861328, Duration(usec):35934386
Size:55554, Duration(usec):309756
Size:21740, Duration(usec):619862
Size:4718048, Duration(usec):80261504
Size:592599, Duration(usec):18166544
Size:11302, Duration(usec):1531749
Size:1553795, Duration(usec):7927946
Size:74, Duration(usec):295726
Size:4902, Duration(usec):138482
Size:3781362, Duration(usec):67045121
Size:4165940, Duration(usec):373277575
Size:223952, Duration(usec):11354649
Size:21497, Duration(usec):10012606
Size:595692, Duration(usec):5866652
Size:535871, Duration(usec):39465959
Size:17730939, Duration(usec):359025070
Size:8851364, Duration(usec):191146103
Size:3898, Duration(usec):759223
Size:4822459, Duration(usec):67613196
Size:527077, Duration(usec):2982540
Size:5576341, Duration(usec):148826878
Size:6303, Duration(usec):1990598
Size:17252, Duration(usec):31634
Size:29109, Duration(usec):1161154
Size:55982, Duration(usec):10656727
Size:25861, Duration(usec):1725617
Size:62129, Duration(usec):2711109
Size:20467, Duration(usec):109646310
Size:37434, Duration(usec):11563926
Size:43493, Duration(usec):269525659
Size:42906, Duration(usec):119783627
Size:2350160, Duration(usec):140424313
Size:29660, Duration(usec):1148433
Size:24263, Duration(usec):254338506
Size:16241, Duration(usec):929745
Size:4896, Duration(usec):26065559
Size:47151, Duration(usec):89147891
Size:2533, Duration(usec):6739559
