Size:56961, Duration(usec):809685
Size:48602, Duration(usec):612903
Size:152517, Duration(usec):2851949
Size:48742, Duration(usec):794953
Size:73841, Duration(usec):4847403
Size:436987, Duration(usec):1397914
Size:749494, Duration(usec):13047108
Size:21630, Duration(usec):202092
Size:2512219, Duration(usec):50995576
Size:1896962, Duration(usec):27807180
Size:28432, Duration(usec):200920
Size:10478, Duration(usec):43945137
Size:1861328, Duration(usec):29347035
Size:55554, Duration(usec):82223
Size:21740, Duration(usec):57955
Size:4718048, Duration(usec):78441186
Size:592599, Duration(usec):14602358
Size:11302, Duration(usec):4809316
Size:1553795, Duration(usec):29963085
Size:74, Duration(usec):239809
Size:4902, Duration(usec):44176
Size:3781362, Duration(usec):24776529
Size:4165940, Duration(usec):288566631
Size:223952, Duration(usec):33025826
Size:21497, Duration(usec):31780446
Size:595692, Duration(usec):262177624
Size:535871, Duration(usec):11619899
Size:17730939, Duration(usec):807277996
Size:8851364, Duration(usec):55168359
Size:3898, Duration(usec):738979
Size:4822459, Duration(usec):445550420
Size:527077, Duration(usec):14262844
Size:5576341, Duration(usec):385130544
Size:6303, Duration(usec):451445
Size:17252, Duration(usec):696037
Size:29109, Duration(usec):194203181
Size:55982, Duration(usec):7350538
Size:25861, Duration(usec):13659077
Size:62129, Duration(usec):2957660
Size:20467, Duration(usec):345958562
Size:37434, Duration(usec):389394754
Size:43493, Duration(usec):717565623
Size:42906, Duration(usec):204796
Size:2350160, Duration(usec):89806764
Size:29660, Duration(usec):514259
Size:24263, Duration(usec):169692193
Size:16241, Duration(usec):180570
Size:4896, Duration(usec):20201820
Size:47151, Duration(usec):106242774
Size:2533, Duration(usec):7095987
