Size:56961, Duration(usec):294442
Size:48602, Duration(usec):238970
Size:152517, Duration(usec):964138
Size:48742, Duration(usec):236859
Size:73841, Duration(usec):417527
Size:436987, Duration(usec):2754438
Size:749494, Duration(usec):4699356
Size:21630, Duration(usec):86921
Size:2512219, Duration(usec):16518157
Size:1896962, Duration(usec):12231613
Size:28432, Duration(usec):158590
Size:10478, Duration(usec):13071389
Size:1861328, Duration(usec):12508938
Size:55554, Duration(usec):245542
Size:21740, Duration(usec):83308
Size:4718048, Duration(usec):31747721
Size:592599, Duration(usec):5067649
Size:11302, Duration(usec):25201
Size:1553795, Duration(usec):10489580
Size:74, Duration(usec):4381
Size:4902, Duration(usec):11616
Size:3781362, Duration(usec):24975093
Size:4165940, Duration(usec):26857691
Size:223952, Duration(usec):1347893
Size:21497, Duration(usec):727000
Size:595692, Duration(usec):3709182
Size:535871, Duration(usec):20653038
Size:17730939, Duration(usec):117065853
Size:8851364, Duration(usec):61313946
Size:3898, Duration(usec):544796
Size:4822459, Duration(usec):31066119
Size:527077, Duration(usec):3305140
Size:5576341, Duration(usec):38143404
Size:6303, Duration(usec):24418587
Size:17252, Duration(usec):355045
Size:29109, Duration(usec):139924
Size:55982, Duration(usec):906178
Size:25861, Duration(usec):89375810
Size:62129, Duration(usec):293109
Size:20467, Duration(usec):18584400
Size:37434, Duration(usec):3214208
Size:43493, Duration(usec):72600356
Size:42906, Duration(usec):25687584
Size:2350160, Duration(usec):15397591
Size:29660, Duration(usec):70224206
Size:24263, Duration(usec):107070
Size:16241, Duration(usec):69062964
Size:4896, Duration(usec):19645
Size:47151, Duration(usec):231597
Size:2533, Duration(usec):58905700
