Size:56961, Duration(usec):260603
Size:48602, Duration(usec):178185
Size:152517, Duration(usec):919369
Size:48742, Duration(usec):193645
Size:73841, Duration(usec):414863
Size:436987, Duration(usec):2739973
Size:749494, Duration(usec):4673047
Size:21630, Duration(usec):31971
Size:2512219, Duration(usec):16462586
Size:1896962, Duration(usec):12166540
Size:28432, Duration(usec):61383
Size:10478, Duration(usec):9479148
Size:1861328, Duration(usec):12321616
Size:55554, Duration(usec):295894
Size:21740, Duration(usec):34872
Size:4718048, Duration(usec):30611018
Size:592599, Duration(usec):3691835
Size:11302, Duration(usec):25836
Size:1553795, Duration(usec):9920990
Size:74, Duration(usec):18610
Size:4902, Duration(usec):81603
Size:3781362, Duration(usec):24882671
Size:4165940, Duration(usec):27842107
Size:223952, Duration(usec):1348243
Size:21497, Duration(usec):56247
Size:595692, Duration(usec):3735755
Size:535871, Duration(usec):12515526
Size:17730939, Duration(usec):117200695
Size:8851364, Duration(usec):59060096
Size:3898, Duration(usec):104794
Size:4822459, Duration(usec):31819226
Size:527077, Duration(usec):3497302
Size:5576341, Duration(usec):36590463
Size:6303, Duration(usec):18634697
Size:17252, Duration(usec):103550
Size:29109, Duration(usec):167514
Size:55982, Duration(usec):223537
Size:25861, Duration(usec):61541130
Size:62129, Duration(usec):312716
Size:20467, Duration(usec):90825
Size:37434, Duration(usec):269160
Size:43493, Duration(usec):27821682
Size:42906, Duration(usec):170574
Size:2350160, Duration(usec):15423543
Size:29660, Duration(usec):22713339
Size:24263, Duration(usec):142946
Size:16241, Duration(usec):20506079
Size:4896, Duration(usec):22282
Size:47151, Duration(usec):187276
Size:2533, Duration(usec):339074
