Size:56961, Duration(usec):90696
Size:48602, Duration(usec):41431
Size:152517, Duration(usec):742877
Size:48742, Duration(usec):56701
Size:73841, Duration(usec):321602
Size:436987, Duration(usec):2819840
Size:749494, Duration(usec):4578164
Size:21630, Duration(usec):164219
Size:2512219, Duration(usec):17190780
Size:1896962, Duration(usec):12023608
Size:28432, Duration(usec):464458
Size:10478, Duration(usec):16213791
Size:1861328, Duration(usec):11535168
Size:55554, Duration(usec):216760
Size:21740, Duration(usec):64437
Size:4718048, Duration(usec):31463932
Size:592599, Duration(usec):12433143
Size:11302, Duration(usec):5635297
Size:1553795, Duration(usec):10101994
Size:74, Duration(usec):43147
Size:4902, Duration(usec):5211580
Size:3781362, Duration(usec):26197782
Size:4165940, Duration(usec):27743059
Size:223952, Duration(usec):22499840
Size:21497, Duration(usec):22337837
Size:595692, Duration(usec):3599713
Size:535871, Duration(usec):27563155
Size:17730939, Duration(usec):117403140
Size:8851364, Duration(usec):81999322
Size:3898, Duration(usec):101058
Size:4822459, Duration(usec):31903404
Size:527077, Duration(usec):3641138
Size:5576341, Duration(usec):36996114
Size:6303, Duration(usec):30114816
Size:17252, Duration(usec):1356577
Size:29109, Duration(usec):95055
Size:55982, Duration(usec):191539
Size:25861, Duration(usec):109462964
Size:62129, Duration(usec):11421710
Size:20467, Duration(usec):31619139
Size:37434, Duration(usec):24084580
Size:43493, Duration(usec):105050190
Size:42906, Duration(usec):71823137
Size:2350160, Duration(usec):21754662
Size:29660, Duration(usec):104334312
Size:24263, Duration(usec):10788593
Size:16241, Duration(usec):104211883
Size:4896, Duration(usec):47726
Size:47151, Duration(usec):123909
Size:2533, Duration(usec):101307808
