Size:56961, Duration(usec):725396
Size:48602, Duration(usec):445500
Size:152517, Duration(usec):1556611
Size:48742, Duration(usec):1470893
Size:73841, Duration(usec):360297
Size:436987, Duration(usec):1081707
Size:749494, Duration(usec):10558363
Size:21630, Duration(usec):676184
Size:2512219, Duration(usec):42271141
Size:1896962, Duration(usec):27132576
Size:28432, Duration(usec):92424
Size:10478, Duration(usec):28170558
Size:1861328, Duration(usec):26572819
Size:55554, Duration(usec):80678
Size:21740, Duration(usec):41548
Size:4718048, Duration(usec):91741975
Size:592599, Duration(usec):8005265
Size:11302, Duration(usec):4848295
Size:1553795, Duration(usec):15845652
Size:74, Duration(usec):147520
Size:4902, Duration(usec):96998
Size:3781362, Duration(usec):28513712
Size:4165940, Duration(usec):90284670
Size:223952, Duration(usec):11603397
Size:21497, Duration(usec):8558692
Size:595692, Duration(usec):10926171
Size:535871, Duration(usec):23475907
Size:17730939, Duration(usec):323765491
Size:8851364, Duration(usec):68709794
Size:3898, Duration(usec):115247
Size:4822459, Duration(usec):89286587
Size:527077, Duration(usec):8767428
Size:5576341, Duration(usec):119898025
Size:6303, Duration(usec):833332
Size:17252, Duration(usec):403465
Size:29109, Duration(usec):469503
Size:55982, Duration(usec):2626395
Size:25861, Duration(usec):2837620
Size:62129, Duration(usec):907362
Size:20467, Duration(usec):41564166
Size:37434, Duration(usec):652083
Size:43493, Duration(usec):144401656
Size:42906, Duration(usec):334901
Size:2350160, Duration(usec):95297800
Size:29660, Duration(usec):29067538
Size:24263, Duration(usec):415139
Size:16241, Duration(usec):31005594
Size:4896, Duration(usec):83235
Size:47151, Duration(usec):2744287
Size:2533, Duration(usec):4385972
