Size:56961, Duration(usec):1284696
Size:48602, Duration(usec):1005240
Size:152517, Duration(usec):666387
Size:48742, Duration(usec):2903415
Size:73841, Duration(usec):2021525
Size:436987, Duration(usec):3500846
Size:749494, Duration(usec):5508268
Size:21630, Duration(usec):183378
Size:2512219, Duration(usec):42530837
Size:1896962, Duration(usec):33064339
Size:28432, Duration(usec):243228
Size:10478, Duration(usec):28430237
Size:1861328, Duration(usec):27065169
Size:55554, Duration(usec):521367
Size:21740, Duration(usec):65743
Size:4718048, Duration(usec):90847945
Size:592599, Duration(usec):5854819
Size:11302, Duration(usec):1671715
Size:1553795, Duration(usec):10282650
Size:74, Duration(usec):159771
Size:4902, Duration(usec):115325
Size:3781362, Duration(usec):55172550
Size:4165940, Duration(usec):79068034
Size:223952, Duration(usec):5274276
Size:21497, Duration(usec):2214676
Size:595692, Duration(usec):12293388
Size:535871, Duration(usec):13542620
Size:17730939, Duration(usec):306657871
Size:8851364, Duration(usec):138453353
Size:3898, Duration(usec):116546
Size:4822459, Duration(usec):78330458
Size:527077, Duration(usec):3545983
Size:5576341, Duration(usec):112109022
Size:6303, Duration(usec):512884
Size:17252, Duration(usec):38344
Size:29109, Duration(usec):1419885
Size:55982, Duration(usec):6263946
Size:25861, Duration(usec):1559199
Size:62129, Duration(usec):1570874
Size:20467, Duration(usec):33793477
Size:37434, Duration(usec):98516
Size:43493, Duration(usec):127667572
Size:42906, Duration(usec):273069
Size:2350160, Duration(usec):66890185
Size:29660, Duration(usec):190450
Size:24263, Duration(usec):459564
Size:16241, Duration(usec):1418020
Size:4896, Duration(usec):69457
Size:47151, Duration(usec):3036609
Size:2533, Duration(usec):49569
