Size:56961, Duration(usec):1929969
Size:48602, Duration(usec):619056
Size:152517, Duration(usec):3657873
Size:48742, Duration(usec):740488
Size:73841, Duration(usec):652435
Size:436987, Duration(usec):5090620
Size:749494, Duration(usec):8290831
Size:21630, Duration(usec):858777
Size:2512219, Duration(usec):28955618
Size:1896962, Duration(usec):7933258
Size:28432, Duration(usec):413844
Size:10478, Duration(usec):21914136
Size:1861328, Duration(usec):15566806
Size:55554, Duration(usec):519756
Size:21740, Duration(usec):297504
Size:4718048, Duration(usec):46451914
Size:592599, Duration(usec):5598858
Size:11302, Duration(usec):27315
Size:1553795, Duration(usec):16738451
Size:74, Duration(usec):41444
Size:4902, Duration(usec):166113
Size:3781362, Duration(usec):38766945
Size:4165940, Duration(usec):35925700
Size:223952, Duration(usec):1331626
Size:21497, Duration(usec):104787
Size:595692, Duration(usec):2850845
Size:535871, Duration(usec):25496646
Size:17730939, Duration(usec):178073971
Size:8851364, Duration(usec):90645290
Size:3898, Duration(usec):178622
Size:4822459, Duration(usec):41020647
Size:527077, Duration(usec):7268066
Size:5576341, Duration(usec):50827101
Size:6303, Duration(usec):27725912
Size:17252, Duration(usec):111971
Size:29109, Duration(usec):200710
Size:55982, Duration(usec):299303
Size:25861, Duration(usec):122564457
Size:62129, Duration(usec):436770
Size:20467, Duration(usec):11683999
Size:37434, Duration(usec):678110
Size:43493, Duration(usec):88484120
Size:42906, Duration(usec):18987226
Size:2350160, Duration(usec):25657589
Size:29660, Duration(usec):83384932
Size:24263, Duration(usec):168572
Size:16241, Duration(usec):81198883
Size:4896, Duration(usec):36999
Size:47151, Duration(usec):224340
Size:2533, Duration(usec):60871998
