Size:56961, Duration(usec):404908
Size:48602, Duration(usec):1484509
Size:152517, Duration(usec):452941
Size:48742, Duration(usec):1116933
Size:73841, Duration(usec):498874
Size:436987, Duration(usec):3991564
Size:749494, Duration(usec):2476278
Size:21630, Duration(usec):239029
Size:2512219, Duration(usec):26772908
Size:1896962, Duration(usec):16702002
Size:28432, Duration(usec):284652
Size:10478, Duration(usec):26495766
Size:1861328, Duration(usec):21519621
Size:55554, Duration(usec):2667742
Size:21740, Duration(usec):2593269
Size:4718048, Duration(usec):43508665
Size:592599, Duration(usec):25378702
Size:11302, Duration(usec):14211101
Size:1553795, Duration(usec):15962247
Size:74, Duration(usec):89197
Size:4902, Duration(usec):22214124
Size:3781362, Duration(usec):32032446
Size:4165940, Duration(usec):29688161
Size:223952, Duration(usec):40805127
Size:21497, Duration(usec):41099846
Size:595692, Duration(usec):15304568
Size:535871, Duration(usec):36097386
Size:17730939, Duration(usec):166419428
Size:8851364, Duration(usec):103200140
Size:3898, Duration(usec):29274
Size:4822459, Duration(usec):60018622
Size:527077, Duration(usec):1897326
Size:5576341, Duration(usec):53662092
Size:6303, Duration(usec):59325838
Size:17252, Duration(usec):981445
Size:29109, Duration(usec):11864835
Size:55982, Duration(usec):1063051
Size:25861, Duration(usec):163370177
Size:62129, Duration(usec):37568740
Size:20467, Duration(usec):51529933
Size:37434, Duration(usec):57068316
Size:43493, Duration(usec):162052159
Size:42906, Duration(usec):99473886
Size:2350160, Duration(usec):51200990
Size:29660, Duration(usec):161821432
Size:24263, Duration(usec):23504195
Size:16241, Duration(usec):161735110
Size:4896, Duration(usec):56696
Size:47151, Duration(usec):392408
Size:2533, Duration(usec):160605623
