Size:56961, Duration(usec):5623480
Size:48602, Duration(usec):872901
Size:152517, Duration(usec):316618
Size:48742, Duration(usec):134032
Size:73841, Duration(usec):5893479
Size:436987, Duration(usec):4929422
Size:749494, Duration(usec):4559860
Size:21630, Duration(usec):372866
Size:2512219, Duration(usec):41336463
Size:1896962, Duration(usec):26822623
Size:28432, Duration(usec):2542256
Size:10478, Duration(usec):27305266
Size:1861328, Duration(usec):21347848
Size:55554, Duration(usec):693328
Size:21740, Duration(usec):273155
Size:4718048, Duration(usec):78510491
Size:592599, Duration(usec):7272228
Size:11302, Duration(usec):2456487
Size:1553795, Duration(usec):7480775
Size:74, Duration(usec):345231
Size:4902, Duration(usec):137240
Size:3781362, Duration(usec):66900381
Size:4165940, Duration(usec):63187881
Size:223952, Duration(usec):8879137
Size:21497, Duration(usec):5899212
Size:595692, Duration(usec):5830180
Size:535871, Duration(usec):17663437
Size:17730939, Duration(usec):234758368
Size:8851364, Duration(usec):172158547
Size:3898, Duration(usec):209392
Size:4822459, Duration(usec):72973098
Size:527077, Duration(usec):1652983
Size:5576341, Duration(usec):113010365
Size:6303, Duration(usec):615019
Size:17252, Duration(usec):262104
Size:29109, Duration(usec):396961
Size:55982, Duration(usec):11134872
Size:25861, Duration(usec):1298265
Size:62129, Duration(usec):299627
Size:20467, Duration(usec):35327399
Size:37434, Duration(usec):374162
Size:43493, Duration(usec):55313885
Size:42906, Duration(usec):29613809
Size:2350160, Duration(usec):45277843
Size:29660, Duration(usec):1234950
Size:24263, Duration(usec):497174
Size:16241, Duration(usec):77279
Size:4896, Duration(usec):169057
Size:47151, Duration(usec):311944
Size:2533, Duration(usec):35015
