Size:56961, Duration(usec):441078
Size:48602, Duration(usec):15154330
Size:152517, Duration(usec):5738723
Size:48742, Duration(usec):436171
Size:73841, Duration(usec):7446126
Size:436987, Duration(usec):10371574
Size:749494, Duration(usec):10251257
Size:21630, Duration(usec):259351
Size:2512219, Duration(usec):22863542
Size:1896962, Duration(usec):34155839
Size:28432, Duration(usec):197305
Size:10478, Duration(usec):8762934
Size:1861328, Duration(usec):32189672
Size:55554, Duration(usec):708819
Size:21740, Duration(usec):125299
Size:4718048, Duration(usec):78026801
Size:592599, Duration(usec):12089549
Size:11302, Duration(usec):796683
Size:1553795, Duration(usec):22850339
Size:74, Duration(usec):182751
Size:4902, Duration(usec):104005
Size:3781362, Duration(usec):74359968
Size:4165940, Duration(usec):77349178
Size:223952, Duration(usec):2143339
Size:21497, Duration(usec):299481
Size:595692, Duration(usec):8977118
Size:535871, Duration(usec):20557527
Size:17730939, Duration(usec):337933775
Size:8851364, Duration(usec):177274789
Size:3898, Duration(usec):225370
Size:4822459, Duration(usec):37862165
Size:527077, Duration(usec):16492629
Size:5576341, Duration(usec):77012623
Size:6303, Duration(usec):1155451
Size:17252, Duration(usec):492837
Size:29109, Duration(usec):949357
Size:55982, Duration(usec):5068167
Size:25861, Duration(usec):629689
Size:62129, Duration(usec):423632
Size:20467, Duration(usec):550869
Size:37434, Duration(usec):363936
Size:43493, Duration(usec):158630186
Size:42906, Duration(usec):34396287
Size:2350160, Duration(usec):30530722
Size:29660, Duration(usec):563136
Size:24263, Duration(usec):830550
Size:16241, Duration(usec):520252
Size:4896, Duration(usec):374134
Size:47151, Duration(usec):1136359
Size:2533, Duration(usec):14695
