Size:56961, Duration(usec):217495
Size:48602, Duration(usec):131672
Size:152517, Duration(usec):826852
Size:48742, Duration(usec):143871
Size:73841, Duration(usec):325663
Size:436987, Duration(usec):2662962
Size:749494, Duration(usec):4696241
Size:21630, Duration(usec):54027
Size:2512219, Duration(usec):16824854
Size:1896962, Duration(usec):12278394
Size:28432, Duration(usec):37646
Size:10478, Duration(usec):15649572
Size:1861328, Duration(usec):12121740
Size:55554, Duration(usec):224480
Size:21740, Duration(usec):105982
Size:4718048, Duration(usec):31078604
Size:592599, Duration(usec):12416992
Size:11302, Duration(usec):4756227
Size:1553795, Duration(usec):11534036
Size:74, Duration(usec):24067
Size:4902, Duration(usec):2787114
Size:3781362, Duration(usec):24657189
Size:4165940, Duration(usec):27646523
Size:223952, Duration(usec):20731427
Size:21497, Duration(usec):20608423
Size:595692, Duration(usec):3652483
Size:535871, Duration(usec):25376890
Size:17730939, Duration(usec):117673885
Size:8851364, Duration(usec):77904615
Size:3898, Duration(usec):22384
Size:4822459, Duration(usec):31711780
Size:527077, Duration(usec):3235946
Size:5576341, Duration(usec):37069827
Size:6303, Duration(usec):29626072
Size:17252, Duration(usec):503809
Size:29109, Duration(usec):83457
Size:55982, Duration(usec):212691
Size:25861, Duration(usec):108590694
Size:62129, Duration(usec):7917362
Size:20467, Duration(usec):30882634
Size:37434, Duration(usec):22633806
Size:43493, Duration(usec):103100700
Size:42906, Duration(usec):66204511
Size:2350160, Duration(usec):17548171
Size:29660, Duration(usec):102413020
Size:24263, Duration(usec):8018900
Size:16241, Duration(usec):102021023
Size:4896, Duration(usec):293942
Size:47151, Duration(usec):304430
Size:2533, Duration(usec):98639886
