Size:56961, Duration(usec):315803
Size:48602, Duration(usec):240554
Size:152517, Duration(usec):936919
Size:48742, Duration(usec):252923
Size:73841, Duration(usec):438017
Size:436987, Duration(usec):2781411
Size:749494, Duration(usec):4761370
Size:21630, Duration(usec):105785
Size:2512219, Duration(usec):16088706
Size:1896962, Duration(usec):12258292
Size:28432, Duration(usec):154248
Size:10478, Duration(usec):15417634
Size:1861328, Duration(usec):12818381
Size:55554, Duration(usec):284044
Size:21740, Duration(usec):111814
Size:4718048, Duration(usec):31968710
Size:592599, Duration(usec):13866031
Size:11302, Duration(usec):6596471
Size:1553795, Duration(usec):9444682
Size:74, Duration(usec):35616
Size:4902, Duration(usec):5778222
Size:3781362, Duration(usec):25565572
Size:4165940, Duration(usec):28145455
Size:223952, Duration(usec):24506863
Size:21497, Duration(usec):24390073
Size:595692, Duration(usec):3822379
Size:535871, Duration(usec):27539985
Size:17730939, Duration(usec):119317313
Size:8851364, Duration(usec):81734082
Size:3898, Duration(usec):31107
Size:4822459, Duration(usec):31775882
Size:527077, Duration(usec):4076529
Size:5576341, Duration(usec):36474560
Size:6303, Duration(usec):30151868
Size:17252, Duration(usec):1975970
Size:29109, Duration(usec):96813
Size:55982, Duration(usec):924799
Size:25861, Duration(usec):112378215
Size:62129, Duration(usec):15040551
Size:20467, Duration(usec):31814458
Size:37434, Duration(usec):24897736
Size:43493, Duration(usec):108569716
Size:42906, Duration(usec):72851423
Size:2350160, Duration(usec):25949981
Size:29660, Duration(usec):107960971
Size:24263, Duration(usec):13414891
Size:16241, Duration(usec):107874312
Size:4896, Duration(usec):31798
Size:47151, Duration(usec):187256
Size:2533, Duration(usec):105333247
