Size:56961, Duration(usec):181347
Size:48602, Duration(usec):55725
Size:152517, Duration(usec):356876
Size:48742, Duration(usec):96235
Size:73841, Duration(usec):103571
Size:436987, Duration(usec):1766556
Size:749494, Duration(usec):3882240
Size:21630, Duration(usec):34568
Size:2512219, Duration(usec):15921270
Size:1896962, Duration(usec):11351831
Size:28432, Duration(usec):103527
Size:10478, Duration(usec):15172888
Size:1861328, Duration(usec):10986436
Size:55554, Duration(usec):113468
Size:21740, Duration(usec):176232
Size:4718048, Duration(usec):29257673
Size:592599, Duration(usec):13802243
Size:11302, Duration(usec):6456576
Size:1553795, Duration(usec):9956142
Size:74, Duration(usec):19672
Size:4902, Duration(usec):6603995
Size:3781362, Duration(usec):25167260
Size:4165940, Duration(usec):27696221
Size:223952, Duration(usec):22788734
Size:21497, Duration(usec):22781259
Size:595692, Duration(usec):3895708
Size:535871, Duration(usec):27060602
Size:17730939, Duration(usec):123539949
Size:8851364, Duration(usec):81476622
Size:3898, Duration(usec):160940
Size:4822459, Duration(usec):32744756
Size:527077, Duration(usec):4425457
Size:5576341, Duration(usec):38904077
Size:6303, Duration(usec):31411989
Size:17252, Duration(usec):2570929
Size:29109, Duration(usec):63568
Size:55982, Duration(usec):1876723
Size:25861, Duration(usec):117521373
Size:62129, Duration(usec):14504777
Size:20467, Duration(usec):35115894
Size:37434, Duration(usec):26965436
Size:43493, Duration(usec):113918453
Size:42906, Duration(usec):73755116
Size:2350160, Duration(usec):26779227
Size:29660, Duration(usec):113518700
Size:24263, Duration(usec):14645823
Size:16241, Duration(usec):113267028
Size:4896, Duration(usec):806641
Size:47151, Duration(usec):794599
Size:2533, Duration(usec):111008273
