Size:56961, Duration(usec):325672
Size:48602, Duration(usec):146873
Size:152517, Duration(usec):856818
Size:48742, Duration(usec):162392
Size:73841, Duration(usec):444048
Size:436987, Duration(usec):2925686
Size:749494, Duration(usec):3581221
Size:21630, Duration(usec):55469
Size:2512219, Duration(usec):16646735
Size:1896962, Duration(usec):12306064
Size:28432, Duration(usec):53608
Size:10478, Duration(usec):14891546
Size:1861328, Duration(usec):12171460
Size:55554, Duration(usec):436413
Size:21740, Duration(usec):28667
Size:4718048, Duration(usec):31470423
Size:592599, Duration(usec):10586562
Size:11302, Duration(usec):914005
Size:1553795, Duration(usec):9785088
Size:74, Duration(usec):12923
Size:4902, Duration(usec):16458
Size:3781362, Duration(usec):25739287
Size:4165940, Duration(usec):27984043
Size:223952, Duration(usec):15034248
Size:21497, Duration(usec):14705141
Size:595692, Duration(usec):3863704
Size:535871, Duration(usec):25607952
Size:17730939, Duration(usec):120239993
Size:8851364, Duration(usec):75596696
Size:3898, Duration(usec):4044
Size:4822459, Duration(usec):31476243
Size:527077, Duration(usec):3267529
Size:5576341, Duration(usec):37660941
Size:6303, Duration(usec):28315071
Size:17252, Duration(usec):57190
Size:29109, Duration(usec):100899
Size:55982, Duration(usec):175455
Size:25861, Duration(usec):106429652
Size:62129, Duration(usec):346618
Size:20467, Duration(usec):28676354
Size:37434, Duration(usec):17827581
Size:43493, Duration(usec):98023189
Size:42906, Duration(usec):57707413
Size:2350160, Duration(usec):14972786
Size:29660, Duration(usec):96824588
Size:24263, Duration(usec):37053
Size:16241, Duration(usec):96232620
Size:4896, Duration(usec):6967
Size:47151, Duration(usec):158006
Size:2533, Duration(usec):91157507
