Size:56961, Duration(usec):229504
Size:48602, Duration(usec):177227
Size:152517, Duration(usec):850821
Size:48742, Duration(usec):176985
Size:73841, Duration(usec):349522
Size:436987, Duration(usec):2964529
Size:749494, Duration(usec):4774532
Size:21630, Duration(usec):261298
Size:2512219, Duration(usec):16927752
Size:1896962, Duration(usec):12793650
Size:28432, Duration(usec):345972
Size:10478, Duration(usec):15958435
Size:1861328, Duration(usec):12972288
Size:55554, Duration(usec):295104
Size:21740, Duration(usec):104957
Size:4718048, Duration(usec):31883482
Size:592599, Duration(usec):13570286
Size:11302, Duration(usec):6282676
Size:1553795, Duration(usec):10232213
Size:74, Duration(usec):17064
Size:4902, Duration(usec):4940990
Size:3781362, Duration(usec):26016883
Size:4165940, Duration(usec):27906045
Size:223952, Duration(usec):23150071
Size:21497, Duration(usec):23034259
Size:595692, Duration(usec):3671385
Size:535871, Duration(usec):27195108
Size:17730939, Duration(usec):117713436
Size:8851364, Duration(usec):80834603
Size:3898, Duration(usec):455295
Size:4822459, Duration(usec):32548067
Size:527077, Duration(usec):3398990
Size:5576341, Duration(usec):36211189
Size:6303, Duration(usec):30656189
Size:17252, Duration(usec):999438
Size:29109, Duration(usec):100485
Size:55982, Duration(usec):301595
Size:25861, Duration(usec):109788879
Size:62129, Duration(usec):12191925
Size:20467, Duration(usec):30628636
Size:37434, Duration(usec):24584091
Size:43493, Duration(usec):105356877
Size:42906, Duration(usec):70687395
Size:2350160, Duration(usec):22918716
Size:29660, Duration(usec):104656323
Size:24263, Duration(usec):10976871
Size:16241, Duration(usec):104495736
Size:4896, Duration(usec):52010
Size:47151, Duration(usec):249072
Size:2533, Duration(usec):101591663
