Size:56961, Duration(usec):211011
Size:48602, Duration(usec):142220
Size:152517, Duration(usec):783802
Size:48742, Duration(usec):160917
Size:73841, Duration(usec):291572
Size:436987, Duration(usec):2985692
Size:749494, Duration(usec):4665966
Size:21630, Duration(usec):27712
Size:2512219, Duration(usec):14666404
Size:1896962, Duration(usec):12529981
Size:28432, Duration(usec):532746
Size:10478, Duration(usec):13815305
Size:1861328, Duration(usec):13071304
Size:55554, Duration(usec):734510
Size:21740, Duration(usec):469114
Size:4718048, Duration(usec):33103489
Size:592599, Duration(usec):13226923
Size:11302, Duration(usec):6906755
Size:1553795, Duration(usec):14361623
Size:74, Duration(usec):14883
Size:4902, Duration(usec):4175919
Size:3781362, Duration(usec):28962001
Size:4165940, Duration(usec):27615463
Size:223952, Duration(usec):25650802
Size:21497, Duration(usec):25517123
Size:595692, Duration(usec):3617335
Size:535871, Duration(usec):30677822
Size:17730939, Duration(usec):120811524
Size:8851364, Duration(usec):82687482
Size:3898, Duration(usec):40864
Size:4822459, Duration(usec):29126429
Size:527077, Duration(usec):4254828
Size:5576341, Duration(usec):39285914
Size:6303, Duration(usec):27652592
Size:17252, Duration(usec):2123840
Size:29109, Duration(usec):974161
Size:55982, Duration(usec):1065101
Size:25861, Duration(usec):113927207
Size:62129, Duration(usec):16171674
Size:20467, Duration(usec):34433718
Size:37434, Duration(usec):22525034
Size:43493, Duration(usec):110002287
Size:42906, Duration(usec):73776360
Size:2350160, Duration(usec):26797449
Size:29660, Duration(usec):109439340
Size:24263, Duration(usec):12906908
Size:16241, Duration(usec):109276357
Size:4896, Duration(usec):278747
Size:47151, Duration(usec):340476
Size:2533, Duration(usec):106735265
