Size:56961, Duration(usec):9617168
Size:48602, Duration(usec):347377
Size:152517, Duration(usec):4809366
Size:48742, Duration(usec):131902
Size:73841, Duration(usec):3065873
Size:436987, Duration(usec):2657436
Size:749494, Duration(usec):8230763
Size:21630, Duration(usec):108844
Size:2512219, Duration(usec):52397497
Size:1896962, Duration(usec):45460025
Size:28432, Duration(usec):213368
Size:10478, Duration(usec):47697115
Size:1861328, Duration(usec):16243016
Size:55554, Duration(usec):847522
Size:21740, Duration(usec):123662
Size:4718048, Duration(usec):545403252
Size:592599, Duration(usec):6945035
Size:11302, Duration(usec):5372465
Size:1553795, Duration(usec):27446674
Size:74, Duration(usec):138088
Size:4902, Duration(usec):99596
Size:3781362, Duration(usec):84579893
Size:4165940, Duration(usec):268404319
Size:223952, Duration(usec):374215388
Size:21497, Duration(usec):378642731
Size:595692, Duration(usec):196229715
Size:535871, Duration(usec):38940610
Size:17730939, Duration(usec):149154158
Size:8851364, Duration(usec):409106756
Size:3898, Duration(usec):5136706
Size:4822459, Duration(usec):514382596
Size:527077, Duration(usec):757337866
Size:5576341, Duration(usec):501510186
Size:6303, Duration(usec):333732
Size:17252, Duration(usec):745923882
Size:29109, Duration(usec):179558381
Size:55982, Duration(usec):11798051
Size:25861, Duration(usec):1050293
Size:62129, Duration(usec):327900152
Size:20467, Duration(usec):475389500
Size:37434, Duration(usec):477009888
Size:43493, Duration(usec):89276572
Size:42906, Duration(usec):362237023
Size:2350160, Duration(usec):458476337
Size:29660, Duration(usec):1216282
Size:24263, Duration(usec):189226697
Size:16241, Duration(usec):1072084
Size:4896, Duration(usec):20780786
Size:47151, Duration(usec):519634507
Size:2533, Duration(usec):5390601
