Size:56961, Duration(usec):214066
Size:48602, Duration(usec):74504
Size:152517, Duration(usec):684447
Size:48742, Duration(usec):91360
Size:73841, Duration(usec):280855
Size:436987, Duration(usec):2593411
Size:749494, Duration(usec):4560240
Size:21630, Duration(usec):33227
Size:2512219, Duration(usec):16790490
Size:1896962, Duration(usec):12630857
Size:28432, Duration(usec):132622
Size:10478, Duration(usec):15790666
Size:1861328, Duration(usec):12280232
Size:55554, Duration(usec):83491
Size:21740, Duration(usec):19768
Size:4718048, Duration(usec):31995924
Size:592599, Duration(usec):13097234
Size:11302, Duration(usec):6165497
Size:1553795, Duration(usec):9669864
Size:74, Duration(usec):7466
Size:4902, Duration(usec):4773207
Size:3781362, Duration(usec):24584747
Size:4165940, Duration(usec):26690850
Size:223952, Duration(usec):23259782
Size:21497, Duration(usec):23104503
Size:595692, Duration(usec):3449670
Size:535871, Duration(usec):25649569
Size:17730939, Duration(usec):117881328
Size:8851364, Duration(usec):79672966
Size:3898, Duration(usec):122382
Size:4822459, Duration(usec):31118378
Size:527077, Duration(usec):3683911
Size:5576341, Duration(usec):36923351
Size:6303, Duration(usec):29720320
Size:17252, Duration(usec):1291994
Size:29109, Duration(usec):425089
Size:55982, Duration(usec):688993
Size:25861, Duration(usec):110018993
Size:62129, Duration(usec):12346897
Size:20467, Duration(usec):31341180
Size:37434, Duration(usec):23731959
Size:43493, Duration(usec):105345600
Size:42906, Duration(usec):69642386
Size:2350160, Duration(usec):22933172
Size:29660, Duration(usec):104705934
Size:24263, Duration(usec):10053067
Size:16241, Duration(usec):104408545
Size:4896, Duration(usec):38501
Size:47151, Duration(usec):98682
Size:2533, Duration(usec):101504475
