Size:56961, Duration(usec):300503
Size:48602, Duration(usec):218158
Size:152517, Duration(usec):917155
Size:48742, Duration(usec):228272
Size:73841, Duration(usec):401949
Size:436987, Duration(usec):2756426
Size:749494, Duration(usec):4770075
Size:21630, Duration(usec):39057
Size:2512219, Duration(usec):16783570
Size:1896962, Duration(usec):12725579
Size:28432, Duration(usec):72598
Size:10478, Duration(usec):15776141
Size:1861328, Duration(usec):12851400
Size:55554, Duration(usec):250228
Size:21740, Duration(usec):41355
Size:4718048, Duration(usec):34163441
Size:592599, Duration(usec):13277498
Size:11302, Duration(usec):6229797
Size:1553795, Duration(usec):10989429
Size:74, Duration(usec):37323
Size:4902, Duration(usec):4834715
Size:3781362, Duration(usec):25725028
Size:4165940, Duration(usec):27634258
Size:223952, Duration(usec):25428664
Size:21497, Duration(usec):25356687
Size:595692, Duration(usec):3133609
Size:535871, Duration(usec):26807970
Size:17730939, Duration(usec):119720717
Size:8851364, Duration(usec):81151480
Size:3898, Duration(usec):21114
Size:4822459, Duration(usec):32191906
Size:527077, Duration(usec):3162745
Size:5576341, Duration(usec):37556463
Size:6303, Duration(usec):30324472
Size:17252, Duration(usec):869437
Size:29109, Duration(usec):65534
Size:55982, Duration(usec):296258
Size:25861, Duration(usec):111841858
Size:62129, Duration(usec):14602675
Size:20467, Duration(usec):32032290
Size:37434, Duration(usec):24263262
Size:43493, Duration(usec):107246738
Size:42906, Duration(usec):71013258
Size:2350160, Duration(usec):23797321
Size:29660, Duration(usec):106590822
Size:24263, Duration(usec):10755870
Size:16241, Duration(usec):106385667
Size:4896, Duration(usec):55101
Size:47151, Duration(usec):249809
Size:2533, Duration(usec):103481605
