Size:56961, Duration(usec):313952
Size:48602, Duration(usec):79339
Size:152517, Duration(usec):674460
Size:48742, Duration(usec):119228
Size:73841, Duration(usec):395035
Size:436987, Duration(usec):2437001
Size:749494, Duration(usec):4190907
Size:21630, Duration(usec):42342
Size:2512219, Duration(usec):17376136
Size:1896962, Duration(usec):11867281
Size:28432, Duration(usec):68302
Size:10478, Duration(usec):16383996
Size:1861328, Duration(usec):12728769
Size:55554, Duration(usec):71498
Size:21740, Duration(usec):83690
Size:4718048, Duration(usec):28776630
Size:592599, Duration(usec):13891750
Size:11302, Duration(usec):5537856
Size:1553795, Duration(usec):9921481
Size:74, Duration(usec):16801
Size:4902, Duration(usec):5366533
Size:3781362, Duration(usec):25442288
Size:4165940, Duration(usec):27661010
Size:223952, Duration(usec):20030835
Size:21497, Duration(usec):19853596
Size:595692, Duration(usec):3628384
Size:535871, Duration(usec):26780631
Size:17730939, Duration(usec):120031127
Size:8851364, Duration(usec):80698892
Size:3898, Duration(usec):44192
Size:4822459, Duration(usec):32018892
Size:527077, Duration(usec):2662428
Size:5576341, Duration(usec):36435095
Size:6303, Duration(usec):30127893
Size:17252, Duration(usec):438694
Size:29109, Duration(usec):133283
Size:55982, Duration(usec):117501
Size:25861, Duration(usec):112225949
Size:62129, Duration(usec):9104309
Size:20467, Duration(usec):31050158
Size:37434, Duration(usec):24293794
Size:43493, Duration(usec):107524383
Size:42906, Duration(usec):70637791
Size:2350160, Duration(usec):20261312
Size:29660, Duration(usec):106941577
Size:24263, Duration(usec):10645568
Size:16241, Duration(usec):106613636
Size:4896, Duration(usec):21043
Size:47151, Duration(usec):94450
Size:2533, Duration(usec):103709593
