Size:56961, Duration(usec):17907239
Size:48602, Duration(usec):2293609
Size:152517, Duration(usec):677891
Size:48742, Duration(usec):4344274
Size:73841, Duration(usec):1122037
Size:436987, Duration(usec):5759287
Size:749494, Duration(usec):5971462
Size:21630, Duration(usec):2144381
Size:2512219, Duration(usec):40824592
Size:1896962, Duration(usec):32310670
Size:28432, Duration(usec):375008
Size:10478, Duration(usec):26730304
Size:1861328, Duration(usec):45160912
Size:55554, Duration(usec):238616
Size:21740, Duration(usec):760498
Size:4718048, Duration(usec):85134213
Size:592599, Duration(usec):9175184
Size:11302, Duration(usec):1288802
Size:1553795, Duration(usec):13281267
Size:74, Duration(usec):379082
Size:4902, Duration(usec):232321
Size:3781362, Duration(usec):65577948
Size:4165940, Duration(usec):85551197
Size:223952, Duration(usec):3384443
Size:21497, Duration(usec):408463
Size:595692, Duration(usec):10714777
Size:535871, Duration(usec):15899761
Size:17730939, Duration(usec):347548511
Size:8851364, Duration(usec):158363703
Size:3898, Duration(usec):197941
Size:4822459, Duration(usec):70012486
Size:527077, Duration(usec):5129179
Size:5576341, Duration(usec):117559435
Size:6303, Duration(usec):612192
Size:17252, Duration(usec):26594
Size:29109, Duration(usec):632911
Size:55982, Duration(usec):1238693
Size:25861, Duration(usec):1638282
Size:62129, Duration(usec):611984
Size:20467, Duration(usec):39356698
Size:37434, Duration(usec):403944
Size:43493, Duration(usec):167922107
Size:42906, Duration(usec):15422159
Size:2350160, Duration(usec):44534925
Size:29660, Duration(usec):2460275
Size:24263, Duration(usec):626700
Size:16241, Duration(usec):3166296
Size:4896, Duration(usec):172208
Size:47151, Duration(usec):694882
Size:2533, Duration(usec):44717
