Size:56961, Duration(usec):259310
Size:48602, Duration(usec):184007
Size:152517, Duration(usec):886621
Size:48742, Duration(usec):155445
Size:73841, Duration(usec):393337
Size:436987, Duration(usec):2977041
Size:749494, Duration(usec):4643520
Size:21630, Duration(usec):18780
Size:2512219, Duration(usec):16854250
Size:1896962, Duration(usec):12661791
Size:28432, Duration(usec):26203
Size:10478, Duration(usec):15980433
Size:1861328, Duration(usec):14060611
Size:55554, Duration(usec):782942
Size:21740, Duration(usec):531865
Size:4718048, Duration(usec):29785779
Size:592599, Duration(usec):17487960
Size:11302, Duration(usec):7490431
Size:1553795, Duration(usec):11362506
Size:74, Duration(usec):17412
Size:4902, Duration(usec):6341264
Size:3781362, Duration(usec):21968530
Size:4165940, Duration(usec):27307111
Size:223952, Duration(usec):22314989
Size:21497, Duration(usec):22213428
Size:595692, Duration(usec):3994243
Size:535871, Duration(usec):23356089
Size:17730939, Duration(usec):123045375
Size:8851364, Duration(usec):77940350
Size:3898, Duration(usec):15465
Size:4822459, Duration(usec):31849071
Size:527077, Duration(usec):3689287
Size:5576341, Duration(usec):37857823
Size:6303, Duration(usec):30194627
Size:17252, Duration(usec):1558262
Size:29109, Duration(usec):759225
Size:55982, Duration(usec):819788
Size:25861, Duration(usec):116131744
Size:62129, Duration(usec):12867782
Size:20467, Duration(usec):33060389
Size:37434, Duration(usec):25021345
Size:43493, Duration(usec):111931156
Size:42906, Duration(usec):69189436
Size:2350160, Duration(usec):24842486
Size:29660, Duration(usec):111338326
Size:24263, Duration(usec):12638827
Size:16241, Duration(usec):111053250
Size:4896, Duration(usec):46428
Size:47151, Duration(usec):206977
Size:2533, Duration(usec):108512160
