Size:56961, Duration(usec):769382
Size:48602, Duration(usec):521962
Size:152517, Duration(usec):2213580
Size:48742, Duration(usec):507495
Size:73841, Duration(usec):598297
Size:436987, Duration(usec):1010929
Size:749494, Duration(usec):8076643
Size:21630, Duration(usec):294391
Size:2512219, Duration(usec):27388918
Size:1896962, Duration(usec):19147998
Size:28432, Duration(usec):235695
Size:10478, Duration(usec):27570394
Size:1861328, Duration(usec):23111099
Size:55554, Duration(usec):183332
Size:21740, Duration(usec):137080
Size:4718048, Duration(usec):45523860
Size:592599, Duration(usec):27991349
Size:11302, Duration(usec):16119512
Size:1553795, Duration(usec):20189755
Size:74, Duration(usec):17711
Size:4902, Duration(usec):22519629
Size:3781362, Duration(usec):37550062
Size:4165940, Duration(usec):16726333
Size:223952, Duration(usec):43299599
Size:21497, Duration(usec):43295074
Size:595692, Duration(usec):16177737
Size:535871, Duration(usec):42432213
Size:17730939, Duration(usec):165077860
Size:8851364, Duration(usec):106959280
Size:3898, Duration(usec):95369
Size:4822459, Duration(usec):54454068
Size:527077, Duration(usec):6402190
Size:5576341, Duration(usec):59601753
Size:6303, Duration(usec):53567535
Size:17252, Duration(usec):5332957
Size:29109, Duration(usec):11750113
Size:55982, Duration(usec):5146253
Size:25861, Duration(usec):161397229
Size:62129, Duration(usec):38344878
Size:20467, Duration(usec):57057363
Size:37434, Duration(usec):51063488
Size:43493, Duration(usec):160277456
Size:42906, Duration(usec):102303175
Size:2350160, Duration(usec):54263731
Size:29660, Duration(usec):159940933
Size:24263, Duration(usec):8836761
Size:16241, Duration(usec):159813710
Size:4896, Duration(usec):2353053
Size:47151, Duration(usec):2545693
Size:2533, Duration(usec):158458368
