Size:56961, Duration(usec):3930535
Size:48602, Duration(usec):792498
Size:152517, Duration(usec):20788060
Size:48742, Duration(usec):1004555
Size:73841, Duration(usec):576835
Size:436987, Duration(usec):10833149
Size:749494, Duration(usec):12101299
Size:21630, Duration(usec):3897935
Size:2512219, Duration(usec):54499953
Size:1896962, Duration(usec):18006330
Size:28432, Duration(usec):2030121
Size:10478, Duration(usec):40405797
Size:1861328, Duration(usec):27913051
Size:55554, Duration(usec):633868
Size:21740, Duration(usec):526937
Size:4718048, Duration(usec):51083409
Size:592599, Duration(usec):6828619
Size:11302, Duration(usec):966702
Size:1553795, Duration(usec):27127248
Size:74, Duration(usec):258320
Size:4902, Duration(usec):147153
Size:3781362, Duration(usec):59392804
Size:4165940, Duration(usec):83771553
Size:223952, Duration(usec):2906387
Size:21497, Duration(usec):247150
Size:595692, Duration(usec):8549266
Size:535871, Duration(usec):13036693
Size:17730939, Duration(usec):301247183
Size:8851364, Duration(usec):168874948
Size:3898, Duration(usec):621494
Size:4822459, Duration(usec):101550784
Size:527077, Duration(usec):8631238
Size:5576341, Duration(usec):78284548
Size:6303, Duration(usec):1041766
Size:17252, Duration(usec):280911
Size:29109, Duration(usec):1419442
Size:55982, Duration(usec):12866734
Size:25861, Duration(usec):5278732
Size:62129, Duration(usec):1269913
Size:20467, Duration(usec):988231
Size:37434, Duration(usec):934963
Size:43493, Duration(usec):121854880
Size:42906, Duration(usec):25659473
Size:2350160, Duration(usec):19804887
Size:29660, Duration(usec):7559302
Size:24263, Duration(usec):770367
Size:16241, Duration(usec):2888970
Size:4896, Duration(usec):603171
Size:47151, Duration(usec):6417306
Size:2533, Duration(usec):42001
