Size:56961, Duration(usec):3421326
Size:48602, Duration(usec):438959
Size:152517, Duration(usec):9808750
Size:48742, Duration(usec):321835
Size:73841, Duration(usec):1589768
Size:436987, Duration(usec):4590372
Size:749494, Duration(usec):11476175
Size:21630, Duration(usec):271515
Size:2512219, Duration(usec):54936292
Size:1896962, Duration(usec):14430267
Size:28432, Duration(usec):1363814
Size:10478, Duration(usec):53466082
Size:1861328, Duration(usec):5264154
Size:55554, Duration(usec):887522
Size:21740, Duration(usec):847151
Size:4718048, Duration(usec):99955478
Size:592599, Duration(usec):1507548
Size:11302, Duration(usec):2977026
Size:1553795, Duration(usec):10106913
Size:74, Duration(usec):132001
Size:4902, Duration(usec):34684757
Size:3781362, Duration(usec):116289967
Size:4165940, Duration(usec):91313660
Size:223952, Duration(usec):84759870
Size:21497, Duration(usec):84715147
Size:595692, Duration(usec):3876466
Size:535871, Duration(usec):120989273
Size:17730939, Duration(usec):40875523
Size:8851364, Duration(usec):187214116
Size:3898, Duration(usec):61142
Size:4822459, Duration(usec):101575875
Size:527077, Duration(usec):3830398
Size:5576341, Duration(usec):47480610
Size:6303, Duration(usec):98261757
Size:17252, Duration(usec):143268
Size:29109, Duration(usec):192633
Size:55982, Duration(usec):250875
Size:25861, Duration(usec):26978597
Size:62129, Duration(usec):65494732
Size:20467, Duration(usec):37715728
Size:37434, Duration(usec):87696386
Size:43493, Duration(usec):18716023
Size:42906, Duration(usec):169423623
Size:2350160, Duration(usec):83447873
Size:29660, Duration(usec):17439674
Size:24263, Duration(usec):61821630
Size:16241, Duration(usec):16874525
Size:4896, Duration(usec):53510
Size:47151, Duration(usec):172883
Size:2533, Duration(usec):11800231
