Size:56961, Duration(usec):104196
Size:48602, Duration(usec):80484
Size:152517, Duration(usec):547544
Size:48742, Duration(usec):123510
Size:73841, Duration(usec):247132
Size:436987, Duration(usec):2349088
Size:749494, Duration(usec):4588438
Size:21630, Duration(usec):33153
Size:2512219, Duration(usec):14952638
Size:1896962, Duration(usec):11651750
Size:28432, Duration(usec):67877
Size:10478, Duration(usec):11641203
Size:1861328, Duration(usec):11468253
Size:55554, Duration(usec):77590
Size:21740, Duration(usec):50776
Size:4718048, Duration(usec):31336697
Size:592599, Duration(usec):4394288
Size:11302, Duration(usec):25257
Size:1553795, Duration(usec):10915698
Size:74, Duration(usec):22497
Size:4902, Duration(usec):7527
Size:3781362, Duration(usec):24153894
Size:4165940, Duration(usec):27239487
Size:223952, Duration(usec):764730
Size:21497, Duration(usec):1366149
Size:595692, Duration(usec):3797503
Size:535871, Duration(usec):19521818
Size:17730939, Duration(usec):118264443
Size:8851364, Duration(usec):60330205
Size:3898, Duration(usec):84217
Size:4822459, Duration(usec):29704216
Size:527077, Duration(usec):2768219
Size:5576341, Duration(usec):36386546
Size:6303, Duration(usec):23107670
Size:17252, Duration(usec):47600
Size:29109, Duration(usec):41718
Size:55982, Duration(usec):90264
Size:25861, Duration(usec):90422077
Size:62129, Duration(usec):117024
Size:20467, Duration(usec):16969752
Size:37434, Duration(usec):2057614
Size:43493, Duration(usec):73496982
Size:42906, Duration(usec):24727606
Size:2350160, Duration(usec):15296190
Size:29660, Duration(usec):70938165
Size:24263, Duration(usec):38377
Size:16241, Duration(usec):69770974
Size:4896, Duration(usec):21569
Size:47151, Duration(usec):71024
Size:2533, Duration(usec):59614232
