Size:56961, Duration(usec):1256492
Size:48602, Duration(usec):1127966
Size:152517, Duration(usec):2229403
Size:48742, Duration(usec):463712
Size:73841, Duration(usec):940741
Size:436987, Duration(usec):4903566
Size:749494, Duration(usec):10424978
Size:21630, Duration(usec):230319
Size:2512219, Duration(usec):12740022
Size:1896962, Duration(usec):21411148
Size:28432, Duration(usec):317176
Size:10478, Duration(usec):12418462
Size:1861328, Duration(usec):21986538
Size:55554, Duration(usec):4310980
Size:21740, Duration(usec):4309732
Size:4718048, Duration(usec):50106251
Size:592599, Duration(usec):29190231
Size:11302, Duration(usec):19263368
Size:1553795, Duration(usec):16911343
Size:74, Duration(usec):955649
Size:4902, Duration(usec):8386811
Size:3781362, Duration(usec):35929932
Size:4165940, Duration(usec):41399592
Size:223952, Duration(usec):48181871
Size:21497, Duration(usec):48203882
Size:595692, Duration(usec):20665646
Size:535871, Duration(usec):39411364
Size:17730939, Duration(usec):171878986
Size:8851364, Duration(usec):106049438
Size:3898, Duration(usec):2415006
Size:4822459, Duration(usec):28484038
Size:527077, Duration(usec):7191660
Size:5576341, Duration(usec):63719926
Size:6303, Duration(usec):27812706
Size:17252, Duration(usec):6641433
Size:29109, Duration(usec):17152988
Size:55982, Duration(usec):6329854
Size:25861, Duration(usec):168992641
Size:62129, Duration(usec):44542764
Size:20467, Duration(usec):61710981
Size:37434, Duration(usec):26025535
Size:43493, Duration(usec):167653146
Size:42906, Duration(usec):102542029
Size:2350160, Duration(usec):58255861
Size:29660, Duration(usec):167487557
Size:24263, Duration(usec):35666362
Size:16241, Duration(usec):167391475
Size:4896, Duration(usec):3769972
Size:47151, Duration(usec):3940023
Size:2533, Duration(usec):166321413
