Size:56961, Duration(usec):134422
Size:48602, Duration(usec):51792
Size:152517, Duration(usec):801961
Size:48742, Duration(usec):59196
Size:73841, Duration(usec):342104
Size:436987, Duration(usec):4050922
Size:749494, Duration(usec):4660287
Size:21630, Duration(usec):36986
Size:2512219, Duration(usec):16129483
Size:1896962, Duration(usec):12715457
Size:28432, Duration(usec):48319
Size:10478, Duration(usec):16067954
Size:1861328, Duration(usec):12431953
Size:55554, Duration(usec):1044140
Size:21740, Duration(usec):740059
Size:4718048, Duration(usec):31030204
Size:592599, Duration(usec):14398544
Size:11302, Duration(usec):7771907
Size:1553795, Duration(usec):9984158
Size:74, Duration(usec):16131
Size:4902, Duration(usec):7508048
Size:3781362, Duration(usec):24899867
Size:4165940, Duration(usec):26933677
Size:223952, Duration(usec):24562542
Size:21497, Duration(usec):24569186
Size:595692, Duration(usec):5593539
Size:535871, Duration(usec):26451986
Size:17730939, Duration(usec):122983936
Size:8851364, Duration(usec):83171700
Size:3898, Duration(usec):28883
Size:4822459, Duration(usec):32671300
Size:527077, Duration(usec):3026156
Size:5576341, Duration(usec):37781578
Size:6303, Duration(usec):31209127
Size:17252, Duration(usec):1233254
Size:29109, Duration(usec):192681
Size:55982, Duration(usec):537090
Size:25861, Duration(usec):116905532
Size:62129, Duration(usec):16299468
Size:20467, Duration(usec):33647456
Size:37434, Duration(usec):26583488
Size:43493, Duration(usec):113240392
Size:42906, Duration(usec):75300001
Size:2350160, Duration(usec):29659661
Size:29660, Duration(usec):112781021
Size:24263, Duration(usec):14007883
Size:16241, Duration(usec):112529223
Size:4896, Duration(usec):21764
Size:47151, Duration(usec):99535
Size:2533, Duration(usec):110270438
