Size:56961, Duration(usec):272902
Size:48602, Duration(usec):206016
Size:152517, Duration(usec):884014
Size:48742, Duration(usec):221302
Size:73841, Duration(usec):388391
Size:436987, Duration(usec):2728362
Size:749494, Duration(usec):4766996
Size:21630, Duration(usec):53822
Size:2512219, Duration(usec):16163915
Size:1896962, Duration(usec):13113043
Size:28432, Duration(usec):80489
Size:10478, Duration(usec):15028500
Size:1861328, Duration(usec):12593281
Size:55554, Duration(usec):292042
Size:21740, Duration(usec):64185
Size:4718048, Duration(usec):33130668
Size:592599, Duration(usec):12471781
Size:11302, Duration(usec):6438023
Size:1553795, Duration(usec):10390340
Size:74, Duration(usec):21875
Size:4902, Duration(usec):2172392
Size:3781362, Duration(usec):24573578
Size:4165940, Duration(usec):27465052
Size:223952, Duration(usec):22436802
Size:21497, Duration(usec):22208882
Size:595692, Duration(usec):3738938
Size:535871, Duration(usec):25768502
Size:17730939, Duration(usec):117816851
Size:8851364, Duration(usec):78495018
Size:3898, Duration(usec):23723
Size:4822459, Duration(usec):31787824
Size:527077, Duration(usec):3692187
Size:5576341, Duration(usec):37064958
Size:6303, Duration(usec):29665968
Size:17252, Duration(usec):867978
Size:29109, Duration(usec):129040
Size:55982, Duration(usec):276120
Size:25861, Duration(usec):108604087
Size:62129, Duration(usec):9586981
Size:20467, Duration(usec):30644767
Size:37434, Duration(usec):22684950
Size:43493, Duration(usec):103037569
Size:42906, Duration(usec):66692398
Size:2350160, Duration(usec):18864349
Size:29660, Duration(usec):102209035
Size:24263, Duration(usec):7880965
Size:16241, Duration(usec):101817290
Size:4896, Duration(usec):39624
Size:47151, Duration(usec):588603
Size:2533, Duration(usec):98436332
