Size:56961, Duration(usec):173539
Size:48602, Duration(usec):54858
Size:152517, Duration(usec):632635
Size:48742, Duration(usec):88985
Size:73841, Duration(usec):297096
Size:436987, Duration(usec):2557863
Size:749494, Duration(usec):4400395
Size:21630, Duration(usec):56554
Size:2512219, Duration(usec):16162269
Size:1896962, Duration(usec):12356016
Size:28432, Duration(usec):71654
Size:10478, Duration(usec):15311169
Size:1861328, Duration(usec):12854056
Size:55554, Duration(usec):77514
Size:21740, Duration(usec):37070
Size:4718048, Duration(usec):30151124
Size:592599, Duration(usec):13879352
Size:11302, Duration(usec):6625502
Size:1553795, Duration(usec):10955009
Size:74, Duration(usec):22153
Size:4902, Duration(usec):5671750
Size:3781362, Duration(usec):25073426
Size:4165940, Duration(usec):27235942
Size:223952, Duration(usec):22699113
Size:21497, Duration(usec):22524069
Size:595692, Duration(usec):3513066
Size:535871, Duration(usec):26807044
Size:17730939, Duration(usec):121556242
Size:8851364, Duration(usec):80269817
Size:3898, Duration(usec):28420
Size:4822459, Duration(usec):31662545
Size:527077, Duration(usec):3487126
Size:5576341, Duration(usec):37177936
Size:6303, Duration(usec):30023316
Size:17252, Duration(usec):1520694
Size:29109, Duration(usec):461656
Size:55982, Duration(usec):537355
Size:25861, Duration(usec):114696500
Size:62129, Duration(usec):13179634
Size:20467, Duration(usec):32318263
Size:37434, Duration(usec):24831551
Size:43493, Duration(usec):110558379
Size:42906, Duration(usec):71508930
Size:2350160, Duration(usec):24850229
Size:29660, Duration(usec):109966845
Size:24263, Duration(usec):12370000
Size:16241, Duration(usec):109682137
Size:4896, Duration(usec):25808
Size:47151, Duration(usec):84291
Size:2533, Duration(usec):107141057
