Size:56961, Duration(usec):315150
Size:48602, Duration(usec):139275
Size:152517, Duration(usec):852735
Size:48742, Duration(usec):113940
Size:73841, Duration(usec):376529
Size:436987, Duration(usec):2872603
Size:749494, Duration(usec):4864253
Size:21630, Duration(usec):29266
Size:2512219, Duration(usec):17202154
Size:1896962, Duration(usec):13131171
Size:28432, Duration(usec):90158
Size:10478, Duration(usec):16504549
Size:1861328, Duration(usec):12049105
Size:55554, Duration(usec):347421
Size:21740, Duration(usec):467641
Size:4718048, Duration(usec):35456810
Size:592599, Duration(usec):14305741
Size:11302, Duration(usec):8584666
Size:1553795, Duration(usec):9134488
Size:74, Duration(usec):22108
Size:4902, Duration(usec):8931630
Size:3781362, Duration(usec):27503015
Size:4165940, Duration(usec):28445771
Size:223952, Duration(usec):30001137
Size:21497, Duration(usec):30073610
Size:595692, Duration(usec):7115604
Size:535871, Duration(usec):29895991
Size:17730939, Duration(usec):122095614
Size:8851364, Duration(usec):83404687
Size:3898, Duration(usec):44858
Size:4822459, Duration(usec):36372238
Size:527077, Duration(usec):3401307
Size:5576341, Duration(usec):33179722
Size:6303, Duration(usec):35049634
Size:17252, Duration(usec):1714712
Size:29109, Duration(usec):380402
Size:55982, Duration(usec):2852712
Size:25861, Duration(usec):116554959
Size:62129, Duration(usec):22667984
Size:20467, Duration(usec):29474208
Size:37434, Duration(usec):30828503
Size:43493, Duration(usec):113529913
Size:42906, Duration(usec):76346250
Size:2350160, Duration(usec):32634781
Size:29660, Duration(usec):113050248
Size:24263, Duration(usec):16697128
Size:16241, Duration(usec):112992784
Size:4896, Duration(usec):103901
Size:47151, Duration(usec):285398
Size:2533, Duration(usec):110959840
