Size:56961, Duration(usec):318669
Size:48602, Duration(usec):178019
Size:152517, Duration(usec):914324
Size:48742, Duration(usec):149264
Size:73841, Duration(usec):424034
Size:436987, Duration(usec):2678536
Size:749494, Duration(usec):4842544
Size:21630, Duration(usec):62067
Size:2512219, Duration(usec):18432257
Size:1896962, Duration(usec):12970177
Size:28432, Duration(usec):91929
Size:10478, Duration(usec):18007371
Size:1861328, Duration(usec):13228691
Size:55554, Duration(usec):187188
Size:21740, Duration(usec):231443
Size:4718048, Duration(usec):32821030
Size:592599, Duration(usec):15300558
Size:11302, Duration(usec):8385605
Size:1553795, Duration(usec):12387223
Size:74, Duration(usec):6013
Size:4902, Duration(usec):10297157
Size:3781362, Duration(usec):26628036
Size:4165940, Duration(usec):24740216
Size:223952, Duration(usec):27161162
Size:21497, Duration(usec):27187391
Size:595692, Duration(usec):6758029
Size:535871, Duration(usec):28335568
Size:17730939, Duration(usec):125084384
Size:8851364, Duration(usec):83434311
Size:3898, Duration(usec):62736
Size:4822459, Duration(usec):36139936
Size:527077, Duration(usec):3423772
Size:5576341, Duration(usec):40916637
Size:6303, Duration(usec):34810231
Size:17252, Duration(usec):1737152
Size:29109, Duration(usec):119134
Size:55982, Duration(usec):1186212
Size:25861, Duration(usec):119593732
Size:62129, Duration(usec):19804903
Size:20467, Duration(usec):37013249
Size:37434, Duration(usec):30620051
Size:43493, Duration(usec):116282701
Size:42906, Duration(usec):76362855
Size:2350160, Duration(usec):31446965
Size:29660, Duration(usec):115837384
Size:24263, Duration(usec):13036718
Size:16241, Duration(usec):115612246
Size:4896, Duration(usec):210529
Size:47151, Duration(usec):277768
Size:2533, Duration(usec):113579290
