Size:56961, Duration(usec):338221
Size:48602, Duration(usec):248647
Size:152517, Duration(usec):955046
Size:48742, Duration(usec):191654
Size:73841, Duration(usec):452622
Size:436987, Duration(usec):2741616
Size:749494, Duration(usec):4719791
Size:21630, Duration(usec):46707
Size:2512219, Duration(usec):16508303
Size:1896962, Duration(usec):12781786
Size:28432, Duration(usec):97970
Size:10478, Duration(usec):15655387
Size:1861328, Duration(usec):12352036
Size:55554, Duration(usec):169396
Size:21740, Duration(usec):49679
Size:4718048, Duration(usec):31905399
Size:592599, Duration(usec):12803487
Size:11302, Duration(usec):6240331
Size:1553795, Duration(usec):10215613
Size:74, Duration(usec):10740
Size:4902, Duration(usec):4645530
Size:3781362, Duration(usec):24702726
Size:4165940, Duration(usec):26997102
Size:223952, Duration(usec):23180172
Size:21497, Duration(usec):23172974
Size:595692, Duration(usec):3745341
Size:535871, Duration(usec):25905880
Size:17730939, Duration(usec):118140921
Size:8851364, Duration(usec):79392350
Size:3898, Duration(usec):15058
Size:4822459, Duration(usec):31643499
Size:527077, Duration(usec):3811915
Size:5576341, Duration(usec):37156139
Size:6303, Duration(usec):29952156
Size:17252, Duration(usec):1404764
Size:29109, Duration(usec):575906
Size:55982, Duration(usec):537302
Size:25861, Duration(usec):110200753
Size:62129, Duration(usec):12416732
Size:20467, Duration(usec):31665359
Size:37434, Duration(usec):23962365
Size:43493, Duration(usec):105787928
Size:42906, Duration(usec):69379534
Size:2350160, Duration(usec):22793162
Size:29660, Duration(usec):105072064
Size:24263, Duration(usec):10239611
Size:16241, Duration(usec):105062777
Size:4896, Duration(usec):25956
Size:47151, Duration(usec):230368
Size:2533, Duration(usec):102158752
